model date.run aoa L D Mp Cl Cd Cm Re svl A rho v
Spread 20090520E 0.000000e+00 4.526788e-01 0.000000e+00 1.035351e-02 4.141449e-01 0.000000e+00 6.496693e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Spread 20090520F -3.000000e+01 -3.896005e-01 2.270193e-01 2.591123e-03 -8.019142e-01 4.672736e-01 3.657960e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F -1.500000e+01 -2.025085e-01 7.866350e-02 3.271373e-03 -4.168231e-01 1.619130e-01 4.618287e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F -1.000000e+01 -5.848486e-02 4.671795e-02 3.855623e-03 -1.203793e-01 9.615951e-02 5.443090e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F -5.000000e+00 1.068236e-01 3.111186e-02 4.641777e-03 2.198748e-01 6.403751e-02 6.552925e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 0.000000e+00 2.601512e-01 3.988193e-02 4.551944e-03 5.354688e-01 8.208894e-02 6.426105e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 5.000000e+00 3.133060e-01 7.262313e-02 2.863470e-03 6.448775e-01 1.494801e-01 4.042440e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 1.000000e+01 3.474401e-01 1.084156e-01 9.876614e-04 7.151355e-01 2.231518e-01 1.394309e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 1.500000e+01 3.831539e-01 1.479623e-01 -3.488485e-04 7.886453e-01 3.045505e-01 -4.924791e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 2.000000e+01 4.181050e-01 1.923659e-01 -1.061269e-03 8.605850e-01 3.959464e-01 -1.498223e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 2.500000e+01 4.496942e-01 2.452342e-01 -1.539159e-03 9.256052e-01 5.047653e-01 -2.172873e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 3.000000e+01 4.698316e-01 2.992659e-01 -2.004185e-03 9.670538e-01 6.159786e-01 -2.829363e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 4.000000e+01 4.827169e-01 4.139339e-01 -2.838384e-03 9.935756e-01 8.519996e-01 -4.007026e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 5.000000e+01 4.648415e-01 5.454379e-01 -4.208235e-03 9.567827e-01 1.122674e+00 -5.940882e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 6.000000e+01 3.995317e-01 6.683449e-01 -5.791371e-03 8.223557e-01 1.375654e+00 -8.175838e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 7.000000e+01 2.884289e-01 7.553536e-01 -7.410854e-03 5.936728e-01 1.554744e+00 -1.046211e-01 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 8.000000e+01 1.594256e-01 7.962517e-01 -8.968673e-03 3.281455e-01 1.638924e+00 -1.266132e-01 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 9.000000e+01 1.623630e-02 7.967456e-01 -1.066472e-02 3.341916e-02 1.639941e+00 -1.505567e-01 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 1.050000e+02 -1.886410e-01 7.270454e-01 -1.565738e-02 -3.882796e-01 1.496477e+00 -2.210395e-01 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520F 1.200000e+02 -3.348961e-01 5.819419e-01 -1.597012e-02 -6.893163e-01 1.197810e+00 -2.254546e-01 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G -1.500000e+01 -2.031591e-01 8.024210e-02 3.206149e-03 -4.181622e-01 1.651622e-01 4.526209e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G -1.000000e+01 -6.196663e-02 4.725617e-02 3.778221e-03 -1.275458e-01 9.726732e-02 5.333820e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G -5.000000e+00 9.941007e-02 3.178187e-02 4.515936e-03 2.046156e-01 6.541659e-02 6.375272e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G 0.000000e+00 2.520164e-01 3.733004e-02 4.645357e-03 5.187251e-01 7.683639e-02 6.557979e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G 5.000000e+00 3.150837e-01 7.134280e-02 2.751133e-03 6.485365e-01 1.468448e-01 3.883850e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G 1.000000e+01 3.507592e-01 1.090874e-01 7.932555e-04 7.219673e-01 2.245344e-01 1.119861e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G 1.500000e+01 3.846566e-01 1.473786e-01 -4.088720e-04 7.917382e-01 3.033493e-01 -5.772159e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G 2.000000e+01 4.163742e-01 1.906211e-01 -1.100336e-03 8.570226e-01 3.923552e-01 -1.553374e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G 2.500000e+01 4.508093e-01 2.447335e-01 -1.620558e-03 9.279002e-01 5.037347e-01 -2.287786e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090520G 3.000000e+01 4.687046e-01 2.966895e-01 -2.084447e-03 9.647342e-01 6.106757e-01 -2.942671e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A -1.500000e+01 -1.985678e-01 7.999553e-02 3.364150e-03 -4.087119e-01 1.646547e-01 4.749263e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A -1.000000e+01 -4.370016e-02 4.540146e-02 4.010063e-03 -8.994799e-02 9.344978e-02 5.661116e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A -5.000000e+00 1.229849e-01 3.155701e-02 4.772759e-03 2.531397e-01 6.495376e-02 6.737837e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A 0.000000e+00 2.643060e-01 3.934696e-02 4.485638e-03 5.440208e-01 8.098780e-02 6.332499e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A 5.000000e+00 3.168480e-01 7.376972e-02 2.822437e-03 6.521679e-01 1.518401e-01 3.984512e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A 1.000000e+01 3.487142e-01 1.092982e-01 1.118556e-03 7.177580e-01 2.249684e-01 1.579096e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A 1.500000e+01 3.866330e-01 1.492769e-01 -3.765756e-04 7.958063e-01 3.072566e-01 -5.316222e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A 2.000000e+01 4.184546e-01 1.943217e-01 -1.046982e-03 8.613046e-01 3.999721e-01 -1.478053e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A 2.500000e+01 4.500821e-01 2.441229e-01 -1.577931e-03 9.264035e-01 5.024780e-01 -2.227609e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521A 3.000000e+01 4.756431e-01 3.028644e-01 -1.999839e-03 9.790157e-01 6.233855e-01 -2.823229e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B -1.500000e+01 -2.073046e-01 8.128076e-02 3.252805e-03 -4.266949e-01 1.673001e-01 4.592074e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B -1.000000e+01 -5.665303e-02 4.593602e-02 3.918279e-03 -1.166089e-01 9.455007e-02 5.531543e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B -5.000000e+00 1.129333e-01 3.135804e-02 4.718079e-03 2.324505e-01 6.454422e-02 6.660643e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B 0.000000e+00 2.602318e-01 3.955794e-02 4.614256e-03 5.356349e-01 8.142207e-02 6.514072e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B 5.000000e+00 3.151895e-01 7.250758e-02 2.913811e-03 6.487542e-01 1.492423e-01 4.113508e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B 1.000000e+01 3.488429e-01 1.077620e-01 1.033391e-03 7.180230e-01 2.218063e-01 1.458867e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B 1.500000e+01 3.882102e-01 1.491866e-01 -4.087618e-04 7.990526e-01 3.070707e-01 -5.770603e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B 2.000000e+01 4.207004e-01 1.952034e-01 -1.052690e-03 8.659271e-01 4.017870e-01 -1.486112e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B 2.500000e+01 4.538153e-01 2.469555e-01 -1.618093e-03 9.340876e-01 5.083082e-01 -2.284307e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521B 3.000000e+01 4.751594e-01 3.019182e-01 -2.051441e-03 9.780201e-01 6.214378e-01 -2.896077e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C -1.500000e+01 -1.957803e-01 7.823581e-02 3.323360e-03 -4.029745e-01 1.610327e-01 4.691679e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C -1.000000e+01 -6.227095e-02 4.651880e-02 3.850933e-03 -1.281722e-01 9.574959e-02 5.436468e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C -5.000000e+00 1.092154e-01 2.913641e-02 4.668719e-03 2.247980e-01 5.997145e-02 6.590959e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C 0.000000e+00 2.591489e-01 3.975636e-02 4.644969e-03 5.334059e-01 8.183047e-02 6.557431e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C 5.000000e+00 3.160765e-01 7.220464e-02 2.893377e-03 6.505799e-01 1.486187e-01 4.084661e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C 1.000000e+01 3.503638e-01 1.073417e-01 8.469078e-04 7.211535e-01 2.209412e-01 1.195603e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C 1.500000e+01 3.841473e-01 1.494767e-01 -3.944086e-04 7.906900e-01 3.076677e-01 -5.567975e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C 2.000000e+01 4.186205e-01 1.927674e-01 -1.056495e-03 8.616460e-01 3.967729e-01 -1.491483e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C 2.500000e+01 4.514563e-01 2.452950e-01 -1.643891e-03 9.292321e-01 5.048904e-01 -2.320727e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521C 3.000000e+01 4.728369e-01 3.003590e-01 -2.032779e-03 9.732396e-01 6.182285e-01 -2.869731e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -3.000000e+01 -3.942887e-01 2.304758e-01 2.620867e-03 -8.115640e-01 4.743881e-01 3.699951e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -2.500000e+01 -3.483359e-01 1.722820e-01 2.833443e-03 -7.169793e-01 3.546079e-01 4.000050e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -2.000000e+01 -2.751843e-01 1.183213e-01 2.977869e-03 -5.664116e-01 2.435406e-01 4.203940e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -1.500000e+01 -1.921577e-01 7.685649e-02 3.298235e-03 -3.955181e-01 1.581936e-01 4.656210e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -1.400000e+01 -1.771057e-01 7.274522e-02 3.407709e-03 -3.645364e-01 1.497314e-01 4.810758e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -1.300000e+01 -1.504317e-01 6.396732e-02 3.451857e-03 -3.096335e-01 1.316639e-01 4.873082e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -1.200000e+01 -1.193819e-01 5.696161e-02 3.582160e-03 -2.457237e-01 1.172440e-01 5.057035e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -1.100000e+01 -9.141128e-02 5.285326e-02 3.728421e-03 -1.881517e-01 1.087878e-01 5.263515e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -1.000000e+01 -5.645439e-02 4.822655e-02 3.877162e-03 -1.162000e-01 9.926465e-02 5.473497e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -9.000000e+00 -2.218675e-02 4.183390e-02 4.042519e-03 -4.566696e-02 8.610667e-02 5.706936e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -8.000000e+00 1.678103e-02 3.546389e-02 4.255585e-03 3.454038e-02 7.299529e-02 6.007728e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -7.000000e+00 4.866318e-02 3.379464e-02 4.414195e-03 1.001634e-01 6.955948e-02 6.231642e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -6.000000e+00 8.341046e-02 3.079333e-02 4.564092e-03 1.716837e-01 6.338188e-02 6.443255e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -5.000000e+00 1.111826e-01 2.963542e-02 4.664914e-03 2.288471e-01 6.099855e-02 6.585588e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -4.000000e+00 1.534342e-01 2.930615e-02 4.821222e-03 3.158134e-01 6.032083e-02 6.806253e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -3.000000e+00 1.871454e-01 2.966143e-02 4.912154e-03 3.852012e-01 6.105209e-02 6.934624e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -2.000000e+00 2.154895e-01 3.072581e-02 4.937082e-03 4.435418e-01 6.324290e-02 6.969815e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D -1.000000e+00 2.433069e-01 3.476532e-02 4.838502e-03 5.007983e-01 7.155742e-02 6.830646e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 0.000000e+00 2.570665e-01 3.962935e-02 4.670723e-03 5.291197e-01 8.156904e-02 6.593789e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.000000e+00 2.758419e-01 4.300692e-02 4.310060e-03 5.677650e-01 8.852110e-02 6.084631e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 2.000000e+00 2.859044e-01 5.106479e-02 3.889218e-03 5.884767e-01 1.051066e-01 5.490517e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 3.000000e+00 2.987162e-01 5.872805e-02 3.589518e-03 6.148472e-01 1.208799e-01 5.067422e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 4.000000e+00 3.045546e-01 6.441603e-02 3.435998e-03 6.268645e-01 1.325875e-01 4.850694e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 5.000000e+00 3.129816e-01 7.206927e-02 3.005924e-03 6.442097e-01 1.483401e-01 4.243546e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 6.000000e+00 3.228885e-01 8.006574e-02 2.552520e-03 6.646011e-01 1.647992e-01 3.603464e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 7.000000e+00 3.341119e-01 8.849525e-02 2.038966e-03 6.877022e-01 1.821497e-01 2.878465e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 8.000000e+00 3.368346e-01 9.353980e-02 1.670894e-03 6.933064e-01 1.925329e-01 2.358848e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 9.000000e+00 3.421044e-01 1.006506e-01 1.325858e-03 7.041532e-01 2.071690e-01 1.871750e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.000000e+01 3.516554e-01 1.084789e-01 9.179192e-04 7.238120e-01 2.232820e-01 1.295852e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.100000e+01 3.545101e-01 1.149976e-01 4.669874e-04 7.296877e-01 2.366993e-01 6.592590e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.200000e+01 3.649086e-01 1.234227e-01 2.068370e-04 7.510909e-01 2.540407e-01 2.919976e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.300000e+01 3.708521e-01 1.303182e-01 1.796561e-05 7.633245e-01 2.682337e-01 2.536254e-04 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.400000e+01 3.814549e-01 1.395779e-01 -3.077131e-04 7.851481e-01 2.872930e-01 -4.344072e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.500000e+01 3.873872e-01 1.474140e-01 -4.658849e-04 7.973587e-01 3.034221e-01 -6.577026e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.600000e+01 3.946941e-01 1.591137e-01 -6.220581e-04 8.123985e-01 3.275037e-01 -8.781766e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.700000e+01 3.994272e-01 1.647118e-01 -7.701633e-04 8.221406e-01 3.390262e-01 -1.087261e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.800000e+01 4.041072e-01 1.737540e-01 -8.499476e-04 8.317734e-01 3.576377e-01 -1.199895e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 1.900000e+01 4.140940e-01 1.829530e-01 -1.016172e-03 8.523293e-01 3.765719e-01 -1.434558e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521D 2.000000e+01 4.192089e-01 1.918076e-01 -1.093114e-03 8.628573e-01 3.947973e-01 -1.543180e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
Spread 20090521E -5.000000e+00 1.892229e-01 6.655994e-02 9.555907e-03 1.731010e-01 6.088900e-02 5.995706e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 0.000000e+00 5.502690e-01 7.235361e-02 1.027128e-02 5.033858e-01 6.618904e-02 6.444556e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 5.000000e+00 7.075070e-01 1.461536e-01 6.337996e-03 6.472271e-01 1.337012e-01 3.976677e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 1.000000e+01 7.990300e-01 2.306403e-01 2.478643e-03 7.309523e-01 2.109896e-01 1.555186e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 1.500000e+01 8.665667e-01 3.195759e-01 -1.504041e-03 7.927348e-01 2.923479e-01 -9.436872e-03 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 2.000000e+01 9.339017e-01 4.170576e-01 -3.196551e-03 8.543328e-01 3.815241e-01 -2.005627e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 2.500000e+01 1.002100e+00 5.297037e-01 -4.666023e-03 9.167206e-01 4.845727e-01 -2.927624e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E -5.000000e+00 1.892229e-01 6.655994e-02 9.555907e-03 1.731010e-01 6.088900e-02 5.995706e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 0.000000e+00 5.502690e-01 7.235361e-02 1.027128e-02 5.033858e-01 6.618904e-02 6.444556e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 5.000000e+00 7.075070e-01 1.461536e-01 6.337996e-03 6.472271e-01 1.337012e-01 3.976677e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 1.000000e+01 7.990300e-01 2.306403e-01 2.478643e-03 7.309523e-01 2.109896e-01 1.555186e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 1.500000e+01 8.665667e-01 3.195759e-01 -1.504041e-03 7.927348e-01 2.923479e-01 -9.436872e-03 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 2.000000e+01 9.339017e-01 4.170576e-01 -3.196551e-03 8.543328e-01 3.815241e-01 -2.005627e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Spread 20090521E 2.500000e+01 1.002100e+00 5.297037e-01 -4.666023e-03 9.167206e-01 4.845727e-01 -2.927624e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Unspread 20090521F -5.000000e+00 3.250862e-01 7.212504e-02 6.528200e-03 2.973887e-01 6.597995e-02 4.096018e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Unspread 20090521F 0.000000e+00 5.023428e-01 1.202942e-01 6.720222e-03 4.595430e-01 1.100451e-01 4.216499e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Unspread 20090521F 5.000000e+00 5.083713e-01 1.702064e-01 5.148575e-03 4.650578e-01 1.557047e-01 3.230394e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Unspread 20090521F 1.000000e+01 5.342769e-01 2.160623e-01 4.297245e-03 4.887562e-01 1.976537e-01 2.696240e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Unspread 20090521F 1.500000e+01 6.026764e-01 2.770334e-01 3.688727e-03 5.513280e-01 2.534300e-01 2.314435e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Unspread 20090521F 2.000000e+01 6.514621e-01 3.398216e-01 2.928150e-03 5.959572e-01 3.108686e-01 1.837222e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Unspread 20090521F 2.500000e+01 7.145895e-01 4.237477e-01 2.379474e-03 6.537062e-01 3.876442e-01 1.492964e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
Unspread 20090521G 5.000000e+00 1.907458e-01 1.668809e-02 -1.310852e-03 Inf Inf -Inf -0.000000e+00 1.458000e-01 1.261000e-02 1.204000e+00 -0.000000e+00
Unspread 20090521G 5.000000e+00 2.001993e-01 1.751517e-02 -1.161382e-03 7.309242e+00 6.394758e-01 -2.908220e-01 1.846314e+04 1.458000e-01 1.261000e-02 1.204000e+00 1.899500e+00
Unspread 20090521G 5.000000e+00 2.398965e-01 2.098822e-02 -5.523026e-04 1.614299e+00 1.412328e-01 -2.549057e-02 4.300614e+04 1.458000e-01 1.261000e-02 1.204000e+00 4.424500e+00
Unspread 20090521G 5.000000e+00 2.700490e-01 2.362622e-02 -5.731977e-05 1.099929e+00 9.623128e-02 -1.601286e-03 5.527764e+04 1.458000e-01 1.261000e-02 1.204000e+00 5.687000e+00
Unspread 20090521G 5.000000e+00 3.115032e-01 2.725300e-02 5.432677e-04 8.496573e-01 7.433538e-02 1.016337e-02 6.754914e+04 1.458000e-01 1.261000e-02 1.204000e+00 6.949500e+00
Unspread 20090521G 5.000000e+00 3.551794e-01 3.107417e-02 1.104079e-03 7.292412e-01 6.380034e-02 1.554769e-02 7.785720e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.010000e+00
Unspread 20090521G 5.000000e+00 3.619870e-01 3.166976e-02 1.261634e-03 7.071044e-01 6.186362e-02 1.690310e-02 7.982064e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.212000e+00
Unspread 20090521G 5.000000e+00 4.211190e-01 3.684314e-02 2.032691e-03 6.179889e-01 5.406702e-02 2.045925e-02 9.209214e+04 1.458000e-01 1.261000e-02 1.204000e+00 9.474500e+00
Unspread 20090521G 5.000000e+00 4.871880e-01 4.262343e-02 2.852734e-03 5.566973e-01 4.870470e-02 2.235766e-02 1.043636e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.073700e+01
Unspread 20090521G 5.000000e+00 5.614414e-01 4.911976e-02 3.781126e-03 5.136491e-01 4.493848e-02 2.372607e-02 1.166351e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.199950e+01
Spread 20090522Q -5.000000e+00 5.314853e-02 6.756714e-02 8.277275e-03 4.862025e-02 6.181039e-02 5.193448e-02 1.166400e+05 1.458000e-01 1.261000e-02 1.204000e+00 1.200000e+01
