model date.run aoa L D Mp Cl Cd Cm Re svl A rho v
UnspreadDown 20090521O 1.000000e+01 2.648701e-01 1.113324e-01 9.978310e-04 5.451818e-01 2.291555e-01 1.408666e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521O 1.500000e+01 2.972642e-01 1.406604e-01 7.060137e-04 6.118587e-01 2.895211e-01 9.966991e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521O 2.000000e+01 3.288059e-01 1.770627e-01 4.825230e-04 6.767808e-01 3.644480e-01 6.811911e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521O 2.500000e+01 3.559969e-01 2.167540e-01 1.088444e-04 7.327481e-01 4.461445e-01 1.536586e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521O 3.000000e+01 3.767276e-01 2.586784e-01 -1.901173e-04 7.754180e-01 5.324374e-01 -2.683938e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P -1.500000e+01 -1.037085e-01 4.451998e-02 -7.899585e-04 -2.134631e-01 9.163543e-02 -1.115206e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P -1.000000e+01 3.752700e-02 3.039512e-02 7.056679e-04 7.724179e-02 6.256224e-02 9.962108e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P -5.000000e+00 1.704222e-01 3.775180e-02 1.855877e-03 3.507799e-01 7.770450e-02 2.619993e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P 0.000000e+00 2.422706e-01 6.426957e-02 2.223861e-03 4.986654e-01 1.322860e-01 3.139485e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P 5.000000e+00 2.434029e-01 8.487179e-02 1.385708e-03 5.009960e-01 1.746915e-01 1.956242e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P 1.000000e+01 2.633254e-01 1.105236e-01 1.007440e-03 5.420023e-01 2.274906e-01 1.422231e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P 1.500000e+01 3.028904e-01 1.433315e-01 6.832493e-04 6.234390e-01 2.950190e-01 9.645620e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P 2.000000e+01 3.291153e-01 1.766009e-01 4.719821e-04 6.774177e-01 3.634974e-01 6.663101e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P 2.500000e+01 3.570816e-01 2.173436e-01 1.501198e-04 7.349806e-01 4.473581e-01 2.119282e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521P 3.000000e+01 3.819607e-01 2.619375e-01 -2.089071e-04 7.861892e-01 5.391458e-01 -2.949199e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q -1.500000e+01 -1.039487e-01 4.526123e-02 -7.682300e-04 -2.139576e-01 9.316114e-02 -1.084531e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q -1.000000e+01 3.194437e-02 3.151835e-02 6.273928e-04 6.575106e-02 6.487419e-02 8.857077e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q -5.000000e+00 1.725039e-01 3.893266e-02 1.902156e-03 3.550646e-01 8.013505e-02 2.685327e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q 0.000000e+00 2.419843e-01 6.281093e-02 2.167242e-03 4.980760e-01 1.292837e-01 3.059556e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q 5.000000e+00 2.433433e-01 8.597954e-02 1.488632e-03 5.008733e-01 1.769716e-01 2.101544e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q 1.000000e+01 2.674260e-01 1.122597e-01 9.828267e-04 5.504426e-01 2.310639e-01 1.387484e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q 1.500000e+01 3.003380e-01 1.415782e-01 7.043629e-04 6.181854e-01 2.914102e-01 9.943685e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q 2.000000e+01 3.303778e-01 1.784011e-01 4.876119e-04 6.800162e-01 3.672028e-01 6.883752e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q 2.500000e+01 3.561355e-01 2.163147e-01 1.333609e-04 7.330334e-01 4.452404e-01 1.882692e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadDown 20090521Q 3.000000e+01 3.779457e-01 2.590384e-01 -2.046555e-04 7.779251e-01 5.331785e-01 -2.889179e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H -1.500000e+01 -1.475251e-01 5.174178e-02 1.863878e-03 -3.036507e-01 1.065001e-01 2.631289e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H -1.000000e+01 -8.467967e-03 3.805286e-02 3.208044e-03 -1.742961e-02 7.832415e-02 4.528884e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H -5.000000e+00 1.287333e-01 3.761283e-02 4.075914e-03 2.649717e-01 7.741846e-02 5.754081e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H 0.000000e+00 2.139077e-01 6.076486e-02 4.005780e-03 4.402861e-01 1.250722e-01 5.655070e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H 5.000000e+00 2.201711e-01 8.058148e-02 3.258990e-03 4.531778e-01 1.658608e-01 4.600807e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H 1.000000e+01 2.335733e-01 9.987340e-02 2.786814e-03 4.807636e-01 2.055693e-01 3.934222e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H 1.500000e+01 2.607619e-01 1.253264e-01 2.573945e-03 5.367260e-01 2.579593e-01 3.633710e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H 2.000000e+01 2.890527e-01 1.571779e-01 2.392865e-03 5.949569e-01 3.235192e-01 3.378073e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H 2.500000e+01 3.129457e-01 1.912168e-01 2.244560e-03 6.441359e-01 3.935812e-01 3.168707e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521H 3.000000e+01 3.336583e-01 2.305764e-01 2.094458e-03 6.867685e-01 4.745952e-01 2.956804e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I -1.500000e+01 -1.448372e-01 5.327879e-02 1.851244e-03 -2.981183e-01 1.096637e-01 2.613453e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I -1.000000e+01 -1.246345e-02 3.664902e-02 3.105731e-03 -2.565351e-02 7.543465e-02 4.384447e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I -5.000000e+00 1.323909e-01 3.706129e-02 4.135383e-03 2.725001e-01 7.628320e-02 5.838035e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I 0.000000e+00 2.166070e-01 6.091779e-02 4.031956e-03 4.458420e-01 1.253870e-01 5.692024e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I 5.000000e+00 2.190566e-01 7.907390e-02 3.223127e-03 4.508840e-01 1.627577e-01 4.550177e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I 1.000000e+01 2.324556e-01 9.719377e-02 2.770460e-03 4.784630e-01 2.000538e-01 3.911135e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I 1.500000e+01 2.634629e-01 1.262045e-01 2.544039e-03 5.422854e-01 2.597667e-01 3.591490e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I 2.000000e+01 2.873328e-01 1.557526e-01 2.381313e-03 5.914167e-01 3.205854e-01 3.361765e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I 2.500000e+01 3.122901e-01 1.920638e-01 2.277317e-03 6.427864e-01 3.953247e-01 3.214952e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521I 3.000000e+01 3.320090e-01 2.273708e-01 2.076494e-03 6.833739e-01 4.679970e-01 2.931445e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J -1.500000e+01 -1.433239e-01 5.126185e-02 1.880566e-03 -2.950034e-01 1.055122e-01 2.654847e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J -1.000000e+01 -6.464597e-03 3.629037e-02 3.218801e-03 -1.330607e-02 7.469642e-02 4.544070e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J -5.000000e+00 1.260758e-01 3.744872e-02 4.088060e-03 2.595017e-01 7.708065e-02 5.771228e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J 0.000000e+00 2.141030e-01 5.779438e-02 4.081867e-03 4.406879e-01 1.189581e-01 5.762484e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J 5.000000e+00 2.192277e-01 7.982544e-02 3.164269e-03 4.512361e-01 1.643046e-01 4.467085e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J 1.000000e+01 2.335183e-01 9.973231e-02 2.729820e-03 4.806504e-01 2.052789e-01 3.853762e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J 1.500000e+01 2.616716e-01 1.254399e-01 2.539336e-03 5.385984e-01 2.581927e-01 3.584851e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J 2.000000e+01 2.878359e-01 1.553255e-01 2.409875e-03 5.924523e-01 3.197063e-01 3.402087e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J 2.500000e+01 3.112738e-01 1.904103e-01 2.259005e-03 6.406946e-01 3.919213e-01 3.189101e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521J 3.000000e+01 3.322394e-01 2.286053e-01 2.097331e-03 6.838481e-01 4.705381e-01 2.960860e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K -1.500000e+01 -1.470221e-01 5.376659e-02 1.861035e-03 -3.026153e-01 1.106677e-01 2.627274e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K -1.000000e+01 -4.643884e-03 3.507848e-02 3.170829e-03 -9.558501e-03 7.220200e-02 4.476347e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K -5.000000e+00 1.304503e-01 3.682677e-02 4.138917e-03 2.685057e-01 7.580050e-02 5.843024e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K 0.000000e+00 2.137258e-01 6.030095e-02 4.060559e-03 4.399116e-01 1.241174e-01 5.732404e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K 5.000000e+00 2.179897e-01 7.882543e-02 3.205457e-03 4.486879e-01 1.622463e-01 4.525233e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K 1.000000e+01 2.335418e-01 9.866664e-02 2.730078e-03 4.806989e-01 2.030854e-01 3.854127e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K 1.500000e+01 2.610543e-01 1.260317e-01 2.532342e-03 5.373277e-01 2.594108e-01 3.574977e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K 2.000000e+01 2.878859e-01 1.575542e-01 2.408265e-03 5.925552e-01 3.242937e-01 3.399814e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K 2.500000e+01 3.118075e-01 1.913525e-01 2.266443e-03 6.417931e-01 3.938606e-01 3.199600e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521K 3.000000e+01 3.336664e-01 2.291425e-01 2.088574e-03 6.867852e-01 4.716437e-01 2.948498e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L -1.500000e+01 -1.543997e-01 5.344714e-02 1.807711e-03 -3.178007e-01 1.100102e-01 2.551995e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L -1.000000e+01 -3.525230e-03 3.617225e-02 3.201921e-03 -7.255976e-03 7.445329e-02 4.520240e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L -5.000000e+00 1.352443e-01 3.840725e-02 4.128015e-03 2.783733e-01 7.905361e-02 5.827632e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L 0.000000e+00 2.153590e-01 5.976015e-02 4.038542e-03 4.432733e-01 1.230042e-01 5.701322e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L 5.000000e+00 2.192738e-01 7.899905e-02 3.269392e-03 4.513311e-01 1.626037e-01 4.615491e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L 1.000000e+01 2.337393e-01 9.983792e-02 2.750234e-03 4.811054e-01 2.054963e-01 3.882581e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L 1.500000e+01 2.636482e-01 1.258518e-01 2.561227e-03 5.426669e-01 2.590406e-01 3.615755e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L 2.000000e+01 2.876804e-01 1.549951e-01 2.404842e-03 5.921323e-01 3.190262e-01 3.394982e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L 2.500000e+01 3.103652e-01 1.899582e-01 2.265846e-03 6.388243e-01 3.909907e-01 3.198758e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadUp 20090521L 3.000000e+01 3.315313e-01 2.276650e-01 2.081815e-03 6.823905e-01 4.686027e-01 2.938956e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA -1.500000e+01 -3.882735e-02 2.724252e-02 7.585447e-04 -7.991829e-02 5.607324e-02 1.070858e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA -1.000000e+01 -2.441535e-02 1.834052e-02 3.795557e-04 -5.025408e-02 3.775026e-02 5.358292e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA -5.000000e+00 -8.062869e-03 1.432658e-02 2.448652e-04 -1.659579e-02 2.948838e-02 3.456830e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA 0.000000e+00 1.738507e-03 1.186458e-02 2.637667e-04 3.578366e-03 2.442085e-02 3.723668e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA 5.000000e+00 1.465296e-02 1.275115e-02 1.568351e-04 3.016017e-02 2.624567e-02 2.214085e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA 1.000000e+01 2.951363e-02 1.419078e-02 -3.110697e-05 6.074788e-02 2.920886e-02 -4.391457e-04 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA 1.500000e+01 4.807430e-02 2.130428e-02 -3.887189e-04 9.895128e-02 4.385057e-02 -5.487652e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA 2.000000e+01 7.169373e-02 3.401601e-02 -9.165521e-04 1.475671e-01 7.001512e-02 -1.293922e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA 2.500000e+01 9.397203e-02 5.002798e-02 -1.543036e-03 1.934225e-01 1.029725e-01 -2.178347e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AA 3.000000e+01 1.165600e-01 7.219426e-02 -2.367507e-03 2.399154e-01 1.485974e-01 -3.342275e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB -1.500000e+01 -4.415662e-02 2.455274e-02 7.887820e-04 -9.088751e-02 5.053687e-02 1.113545e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB -1.000000e+01 -2.601839e-02 1.897633e-02 3.842125e-04 -5.355362e-02 3.905897e-02 5.424034e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB -5.000000e+00 -9.294215e-03 1.472351e-02 2.414843e-04 -1.913027e-02 3.030539e-02 3.409101e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB 0.000000e+00 1.098005e-03 1.228676e-02 2.388330e-04 2.260023e-03 2.528982e-02 3.371672e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB 5.000000e+00 1.403249e-02 1.243268e-02 1.640868e-04 2.888306e-02 2.559018e-02 2.316459e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB 1.000000e+01 2.913239e-02 1.413317e-02 -2.813944e-05 5.996318e-02 2.909030e-02 -3.972522e-04 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB 1.500000e+01 4.776885e-02 2.122490e-02 -3.725105e-04 9.832256e-02 4.368719e-02 -5.258834e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB 2.000000e+01 7.149368e-02 3.384238e-02 -9.091842e-04 1.471554e-01 6.965774e-02 -1.283521e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB 2.500000e+01 9.326584e-02 4.954781e-02 -1.518849e-03 1.919690e-01 1.019842e-01 -2.144202e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AB 3.000000e+01 1.158712e-01 7.171546e-02 -2.356284e-03 2.384976e-01 1.476119e-01 -3.326431e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC -1.500000e+01 -4.657412e-02 2.486257e-02 7.939239e-04 -9.586347e-02 5.117460e-02 1.120804e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC -1.000000e+01 -2.718617e-02 1.924585e-02 3.783933e-04 -5.595727e-02 3.961371e-02 5.341883e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC -5.000000e+00 -9.850625e-03 1.461084e-02 2.423407e-04 -2.027553e-02 3.007347e-02 3.421190e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC 0.000000e+00 6.770697e-04 1.211169e-02 2.324971e-04 1.393612e-03 2.492947e-02 3.282226e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC 5.000000e+00 1.401122e-02 1.284629e-02 1.795930e-04 2.883928e-02 2.644151e-02 2.535365e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC 1.000000e+01 2.904660e-02 1.423442e-02 -2.114156e-05 5.978659e-02 2.929870e-02 -2.984613e-04 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC 1.500000e+01 4.749037e-02 2.102233e-02 -3.666441e-04 9.774937e-02 4.327024e-02 -5.176016e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC 2.000000e+01 7.148350e-02 3.396842e-02 -9.114345e-04 1.471344e-01 6.991716e-02 -1.286697e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC 2.500000e+01 9.319000e-02 4.949222e-02 -1.539584e-03 1.918129e-01 1.018698e-01 -2.173474e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AC 3.000000e+01 1.159198e-01 7.170024e-02 -2.352516e-03 2.385977e-01 1.475805e-01 -3.321112e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD -1.500000e+01 -4.881651e-02 2.532531e-02 7.865024e-04 -1.004790e-01 5.212706e-02 1.110327e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD -1.000000e+01 -2.843061e-02 1.981762e-02 3.855773e-04 -5.851870e-02 4.079059e-02 5.443302e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD -5.000000e+00 -1.033797e-02 1.501620e-02 2.363995e-04 -2.127862e-02 3.090783e-02 3.337318e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD 0.000000e+00 3.231407e-04 1.222960e-02 2.389373e-04 6.651201e-04 2.517218e-02 3.373143e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD 5.000000e+00 1.394081e-02 1.290932e-02 1.755418e-04 2.869436e-02 2.657124e-02 2.478172e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD 1.000000e+01 2.895517e-02 1.429166e-02 -2.692843e-05 5.959840e-02 2.941651e-02 -3.801561e-04 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD 1.500000e+01 4.765627e-02 2.127970e-02 -3.648642e-04 9.809085e-02 4.379999e-02 -5.150889e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD 2.000000e+01 7.152569e-02 3.394075e-02 -9.088287e-04 1.472212e-01 6.986020e-02 -1.283019e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD 2.500000e+01 9.323799e-02 4.959925e-02 -1.541453e-03 1.919117e-01 1.020901e-01 -2.176111e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AD 3.000000e+01 1.158473e-01 7.172709e-02 -2.355623e-03 2.384484e-01 1.476358e-01 -3.325498e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE -1.500000e+01 -5.092226e-02 2.603412e-02 7.867680e-04 -1.048132e-01 5.358600e-02 1.110702e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE -1.000000e+01 -2.943485e-02 2.019291e-02 3.813061e-04 -6.058572e-02 4.156305e-02 5.383003e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE -5.000000e+00 -1.095287e-02 1.521180e-02 2.370497e-04 -2.254427e-02 3.131043e-02 3.346496e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE 0.000000e+00 1.456412e-04 1.235240e-02 2.415631e-04 2.997732e-04 2.542494e-02 3.410213e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE 5.000000e+00 1.378019e-02 1.304935e-02 1.695124e-04 2.836376e-02 2.685946e-02 2.393053e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE 1.000000e+01 2.911626e-02 1.462790e-02 -6.445319e-06 5.992998e-02 3.010859e-02 -9.099036e-05 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE 1.500000e+01 4.788093e-02 2.152249e-02 -3.663587e-04 9.855326e-02 4.429971e-02 -5.171987e-03 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE 2.000000e+01 7.146076e-02 3.399508e-02 -9.072749e-04 1.470876e-01 6.997204e-02 -1.280825e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE 2.500000e+01 9.342734e-02 4.970359e-02 -1.536127e-03 1.923014e-01 1.023048e-01 -2.168592e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWingless 20090523AE 3.000000e+01 1.159644e-01 7.190265e-02 -2.354680e-03 2.386894e-01 1.479972e-01 -3.324167e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
UnspreadWinglessUp 20090523BA -1.500000e+01 -6.298823e-02 3.116789e-02 2.471821e-03 -1.296486e-01 6.415284e-02 3.489539e-02 7.776000e+04 1.458000e-01 1.261000e-02 1.204000e+00 8.000000e+00
